environment,method,budget,comparator,mean,lo,hi
nfcorpus_bm25,random,16,original_frozen_router,0.0008207211736654352,0.0,0.003786196432619898
nfcorpus_bm25,random,32,zero_budget,0.0008207211736654352,0.0,0.003906115994684688
nfcorpus_bm25,random,32,random,0.0,0.0,0.0
nfcorpus_bm25,random,32,original_frozen_router,0.0008207211736654352,0.0,0.0036305220479842296
nfcorpus_bm25,fixed,0,zero_budget,0.0,0.0,0.0
nfcorpus_bm25,fixed,0,random,0.0,0.0,0.0
nfcorpus_bm25,fixed,0,original_frozen_router,0.0,0.0,0.0
nfcorpus_bm25,fixed,4,zero_budget,0.0,0.0,0.0
nfcorpus_bm25,fixed,4,random,0.0,0.0,0.0
nfcorpus_bm25,fixed,4,original_frozen_router,0.0,0.0,0.0
nfcorpus_bm25,fixed,8,zero_budget,0.00013779697335022933,0.0,0.000826781840101376
nfcorpus_bm25,fixed,8,random,0.0,0.0,0.0
nfcorpus_bm25,fixed,8,original_frozen_router,0.00013779697335022933,0.0,0.000826781840101376
nfcorpus_bm25,fixed,16,zero_budget,0.00013779697335022933,0.0,0.000826781840101376
nfcorpus_bm25,fixed,16,random,-0.0006829242003152058,-0.0036305220479842296,0.0
nfcorpus_bm25,fixed,16,original_frozen_router,0.00013779697335022933,0.0,0.0005511878934009173
nfcorpus_bm25,fixed,32,zero_budget,0.0008207211736654352,0.0,0.0036305220479842296
nfcorpus_bm25,fixed,32,random,0.0,0.0,0.0
nfcorpus_bm25,fixed,32,original_frozen_router,0.0008207211736654352,0.0,0.003786196432619898
nfcorpus_bm25,information_gain,0,zero_budget,0.0,0.0,0.0
nfcorpus_bm25,information_gain,0,random,0.0,0.0,0.0
nfcorpus_bm25,information_gain,0,original_frozen_router,0.0,0.0,0.0
nfcorpus_bm25,information_gain,4,zero_budget,0.0008207211736654352,0.0,0.003788142362427834
nfcorpus_bm25,information_gain,4,random,0.0008207211736654352,0.0,0.0032828846946617407
nfcorpus_bm25,information_gain,4,original_frozen_router,0.0008207211736654352,0.0,0.0039359984320807145
nfcorpus_bm25,information_gain,8,zero_budget,0.0003699799143678977,-0.004590000161387668,0.0038659795547456677
nfcorpus_bm25,information_gain,8,random,0.00023218294101766849,-0.004591032047352963,0.0038640336249377324
nfcorpus_bm25,information_gain,8,original_frozen_router,0.0003699799143678977,-0.004710081215393114,0.003767161766245591
nfcorpus_bm25,information_gain,16,zero_budget,0.0010529041146831036,-0.004436271706559945,0.005468556358353238
nfcorpus_bm25,information_gain,16,random,0.00023218294101766849,-0.004946355453017767,0.003988129292324438
nfcorpus_bm25,information_gain,16,original_frozen_router,0.0010529041146831036,-0.004434325776752,0.005859173992027033
nfcorpus_bm25,information_gain,32,zero_budget,0.0003699799143678977,-0.004590000161387668,0.003767161766245591
nfcorpus_bm25,information_gain,32,random,-0.0004507412592975374,-0.005412887849591738,0.0025114411774970606
nfcorpus_bm25,information_gain,32,original_frozen_router,0.0003699799143678977,-0.005629279653332972,0.003877485537459912
nfcorpus_bm25,decision_value,0,zero_budget,0.0,0.0,0.0
nfcorpus_bm25,decision_value,0,random,0.0,0.0,0.0
nfcorpus_bm25,decision_value,0,original_frozen_router,0.0,0.0,0.0
nfcorpus_bm25,decision_value,4,zero_budget,0.0008207211736654352,0.0,0.003786196432619898
nfcorpus_bm25,decision_value,4,random,0.0008207211736654352,0.0,0.0032480237426551297
nfcorpus_bm25,decision_value,4,original_frozen_router,0.0008207211736654352,0.0,0.003408497201507942
nfcorpus_bm25,decision_value,8,zero_budget,0.0003699799143678977,-0.004590000161387668,0.004043912968034917
nfcorpus_bm25,decision_value,8,random,0.00023218294101766849,-0.004590000161387668,0.003832550270862782
nfcorpus_bm25,decision_value,8,original_frozen_router,0.0003699799143678977,-0.004590000161387668,0.004284478156191839
nfcorpus_bm25,decision_value,16,zero_budget,0.0010529041146831036,-0.0039849131533902975,0.005660497915885218
nfcorpus_bm25,decision_value,16,random,0.00023218294101766849,-0.005414810279009395,0.004326811065923065
nfcorpus_bm25,decision_value,16,original_frozen_router,0.0010529041146831036,-0.0039849131533902975,0.005679294648929847
nfcorpus_bm25,decision_value,32,zero_budget,0.0003699799143678977,-0.004590000161387668,0.004043912968034917
nfcorpus_bm25,decision_value,32,random,-0.0004507412592975374,-0.004865594108088128,0.0025114411774970606
nfcorpus_bm25,decision_value,32,original_frozen_router,0.0003699799143678977,-0.004590000161387668,0.0037865278314496396
nfcorpus_dense,random,0,zero_budget,0.0,0.0,0.0
nfcorpus_dense,random,0,random,0.0,0.0,0.0
nfcorpus_dense,random,0,original_frozen_router,-0.008984276608951673,-0.021190557228265797,0.0
nfcorpus_dense,random,4,zero_budget,0.005887556796504859,-0.0327495787272786,0.03885882871945628
nfcorpus_dense,random,4,random,0.0,0.0,0.0
nfcorpus_dense,random,4,original_frozen_router,-0.003096719812446814,-0.041814342798628175,0.027447940969391134
nfcorpus_dense,random,8,zero_budget,0.005858600628650058,-0.029458417004785693,0.039053518435796866
nfcorpus_dense,random,8,random,0.0,0.0,0.0
nfcorpus_dense,random,8,original_frozen_router,-0.003125675980301616,-0.039854345171944854,0.029336366382527276
nfcorpus_dense,random,16,zero_budget,0.0012812735902719419,-0.03049773348250114,0.03525476452633201
nfcorpus_dense,random,16,random,0.0,0.0,0.0
nfcorpus_dense,random,16,original_frozen_router,-0.007703003018679732,-0.04060771660318747,0.028033475116116938
nfcorpus_dense,random,32,zero_budget,0.0019508665532627142,-0.0420212963092838,0.04796446898863959
nfcorpus_dense,random,32,random,0.0,0.0,0.0
nfcorpus_dense,random,32,original_frozen_router,-0.007033410055688958,-0.05057533873767627,0.04029136142302394
nfcorpus_dense,fixed,0,zero_budget,0.0,0.0,0.0
nfcorpus_dense,fixed,0,random,0.0,0.0,0.0
nfcorpus_dense,fixed,0,original_frozen_router,-0.008984276608951673,-0.021190557228265797,0.0
nfcorpus_dense,fixed,4,zero_budget,0.0,0.0,0.0
nfcorpus_dense,fixed,4,random,-0.005887556796504859,-0.04226383973426868,0.02895133346802869
nfcorpus_dense,fixed,4,original_frozen_router,-0.008984276608951673,-0.021190557228265797,0.0
nfcorpus_dense,fixed,8,zero_budget,0.0013391859259815452,-0.03026753241066515,0.03734768916037672
nfcorpus_dense,fixed,8,random,-0.004519414702668514,-0.031129685358135994,0.01929993390478981
nfcorpus_dense,fixed,8,original_frozen_router,-0.007645090682970128,-0.041601277306085024,0.027357175449269203
nfcorpus_dense,fixed,16,zero_budget,0.005246920001368888,-0.01898744783683449,0.030313373488122287
nfcorpus_dense,fixed,16,random,0.003965646411096949,-0.02806754228338943,0.036560942880863985
nfcorpus_dense,fixed,16,original_frozen_router,-0.0037373566075827847,-0.028249325974112855,0.018819680792988236
nfcorpus_dense,fixed,32,zero_budget,0.00591651296435966,-0.02822252433009296,0.039489240536360555
nfcorpus_dense,fixed,32,random,0.003965646411096946,-0.01637420760797452,0.033466395023679894
nfcorpus_dense,fixed,32,original_frozen_router,-0.0030677636445920124,-0.040078793775040714,0.03054996108278863
nfcorpus_dense,information_gain,0,zero_budget,0.0,0.0,0.0
nfcorpus_dense,information_gain,0,random,0.0,0.0,0.0
nfcorpus_dense,information_gain,0,original_frozen_router,-0.008984276608951673,-0.021190557228265797,0.0
nfcorpus_dense,information_gain,4,zero_budget,0.0012812735902719419,-0.032319068976256964,0.03416715734159486
nfcorpus_dense,information_gain,4,random,-0.004606283206232918,-0.020512820512820513,0.00024697530183633926
nfcorpus_dense,information_gain,4,original_frozen_router,-0.007703003018679732,-0.03984270794439268,0.02786191916067082
nfcorpus_dense,information_gain,8,zero_budget,0.0019219103854079126,-0.03912738071438252,0.04781430490057012
nfcorpus_dense,information_gain,8,random,-0.0039366902432421465,-0.030200095387914096,0.01487145647776912
nfcorpus_dense,information_gain,8,original_frozen_router,-0.0070623662235437595,-0.05327840021928535,0.03989329042370617
nfcorpus_dense,information_gain,16,zero_budget,0.009795290871892204,-0.015837614448052165,0.035601204082794324
nfcorpus_dense,information_gain,16,random,0.008514017281620262,-0.01646905625747701,0.03783233271460508
nfcorpus_dense,information_gain,16,original_frozen_router,0.00081101426294053,-0.023217613344427887,0.020352350636298866
nfcorpus_dense,information_gain,32,zero_budget,0.009795290871892204,-0.015412421574429236,0.03636896868444605
nfcorpus_dense,information_gain,32,random,0.007844424318629492,-0.027828323157709584,0.04798982621171221
nfcorpus_dense,information_gain,32,original_frozen_router,0.00081101426294053,-0.02469503268457614,0.021761663627962415
nfcorpus_dense,decision_value,0,zero_budget,0.0,0.0,0.0
nfcorpus_dense,decision_value,0,random,0.0,0.0,0.0
nfcorpus_dense,decision_value,0,original_frozen_router,-0.008984276608951673,-0.02136309354971794,0.0
nfcorpus_dense,decision_value,4,zero_budget,0.0012812735902719419,-0.03013486904101638,0.038954651446326045
nfcorpus_dense,decision_value,4,random,-0.004606283206232918,-0.017907202971312017,0.00022866572815945636
nfcorpus_dense,decision_value,4,original_frozen_router,-0.007703003018679732,-0.04366382774583313,0.02598251356606626
nfcorpus_dense,decision_value,8,zero_budget,0.0019219103854079126,-0.041240752445544454,0.04914000667202382
nfcorpus_dense,decision_value,8,random,-0.0039366902432421465,-0.03042270578836086,0.015762912281566014
nfcorpus_dense,decision_value,8,original_frozen_router,-0.0070623662235437595,-0.049403402354369096,0.040324582170746935
nfcorpus_dense,decision_value,16,zero_budget,0.009795290871892204,-0.016690392679878333,0.03461425894922339
nfcorpus_dense,decision_value,16,random,0.008514017281620262,-0.015168710148123935,0.03756178777248303
nfcorpus_dense,decision_value,16,original_frozen_router,0.00081101426294053,-0.025313567182956926,0.020959578741781372
nfcorpus_dense,decision_value,32,zero_budget,0.009795290871892204,-0.017509851114849873,0.035601204082794324
nfcorpus_dense,decision_value,32,random,0.007844424318629492,-0.026297572143389576,0.04709972264231843
nfcorpus_dense,decision_value,32,original_frozen_router,0.00081101426294053,-0.022605472203372303,0.02071135725963643
scifact_bm25,random,0,zero_budget,0.0,0.0,0.0
scifact_bm25,random,0,random,0.0,0.0,0.0
scifact_bm25,random,0,original_frozen_router,0.016811424145811573,-0.008171658647934723,0.04531288764040108
scifact_bm25,random,4,zero_budget,0.0010007772065766566,-0.0027715966318128,0.007843297365573714
scifact_bm25,random,4,random,0.0,0.0,0.0
scifact_bm25,random,4,original_frozen_router,0.017812201352388226,-0.007086289602950156,0.04751366986151092
scifact_bm25,random,8,zero_budget,0.001501165809864985,-0.0036889845494533164,0.00931231290248999
scifact_bm25,random,8,random,0.0,0.0,0.0
scifact_bm25,random,8,original_frozen_router,0.018312589955676556,-0.007389293355220042,0.04847052428881703
scifact_bm25,random,16,zero_budget,-0.011778255271844064,-0.038651810114584295,0.013592381174286388
scifact_bm25,random,16,random,0.0,0.0,0.0
scifact_bm25,random,16,original_frozen_router,0.005033168873967505,-0.03026817497929431,0.04307115707267836
scifact_bm25,random,32,zero_budget,-0.011778255271844064,-0.03978236477836206,0.014823948819381861
scifact_bm25,random,32,random,0.0,0.0,0.0
scifact_bm25,random,32,original_frozen_router,0.005033168873967505,-0.028929095053273336,0.04149823898141386
scifact_bm25,fixed,0,zero_budget,0.0,0.0,0.0
scifact_bm25,fixed,0,random,0.0,0.0,0.0
scifact_bm25,fixed,0,original_frozen_router,0.016811424145811573,-0.00739007388224734,0.043927295717129826
scifact_bm25,fixed,4,zero_budget,0.001501165809864985,-0.003577897571087782,0.009193189858839292
scifact_bm25,fixed,4,random,0.0005003886032883283,-0.0017394595695428103,0.0050903178634554794
scifact_bm25,fixed,4,original_frozen_router,0.018312589955676556,-0.007250406267643722,0.04741708090496273
scifact_bm25,fixed,8,zero_budget,-0.0034256964873263605,-0.021488697778477416,0.0074049065440275575
scifact_bm25,fixed,8,random,-0.004926862297191345,-0.022705582297187575,0.004550666916518407
scifact_bm25,fixed,8,original_frozen_router,0.013385727658485213,-0.014778514431436929,0.04203243121660077
scifact_bm25,fixed,16,zero_budget,-0.002925307884038032,-0.020117159900229543,0.00990103149325172
scifact_bm25,fixed,16,random,0.008852947387806034,-0.007509303993542278,0.03165817601640646
scifact_bm25,fixed,16,original_frozen_router,0.013886116261773539,-0.014326128870937042,0.04231607494625302
scifact_bm25,fixed,32,zero_budget,-0.011778255271844064,-0.0412191022767969,0.013893362337655714
scifact_bm25,fixed,32,random,0.0,0.0,0.0
scifact_bm25,fixed,32,original_frozen_router,0.005033168873967505,-0.033039885946901534,0.04180778267795696
scifact_bm25,information_gain,0,zero_budget,0.0,0.0,0.0
scifact_bm25,information_gain,0,random,0.0,0.0,0.0
scifact_bm25,information_gain,0,original_frozen_router,0.016811424145811573,-0.008577854925515108,0.04383123642519061
scifact_bm25,information_gain,4,zero_budget,-0.011778255271844064,-0.04003620567867741,0.016088749152495634
scifact_bm25,information_gain,4,random,-0.012779032478420722,-0.0396609059510172,0.010652434597380193
scifact_bm25,information_gain,4,original_frozen_router,0.005033168873967505,-0.03221504407858176,0.041964692142405266
scifact_bm25,information_gain,8,zero_budget,-0.011778255271844064,-0.04016861603874442,0.013993220136225648
scifact_bm25,information_gain,8,random,-0.01327942108170905,-0.0404225799229785,0.0112733469097057
scifact_bm25,information_gain,8,original_frozen_router,0.005033168873967505,-0.030172617851309872,0.040325538558709406
scifact_bm25,information_gain,16,zero_budget,-0.011778255271844064,-0.03790593100638199,0.012943443436362126
scifact_bm25,information_gain,16,random,0.0,0.0,0.0
scifact_bm25,information_gain,16,original_frozen_router,0.005033168873967505,-0.031149417215979656,0.04063013232515156
scifact_bm25,information_gain,32,zero_budget,-0.011778255271844064,-0.03738848907635353,0.01633295917665719
scifact_bm25,information_gain,32,random,0.0,0.0,0.0
scifact_bm25,information_gain,32,original_frozen_router,0.005033168873967505,-0.029553453858518063,0.041153408116184474
scifact_bm25,decision_value,0,zero_budget,0.0,0.0,0.0
scifact_bm25,decision_value,0,random,0.0,0.0,0.0
scifact_bm25,decision_value,0,original_frozen_router,0.016811424145811573,-0.008308497261707747,0.04545836713940826
scifact_bm25,decision_value,4,zero_budget,-0.011778255271844064,-0.039320133050186716,0.014172864460518322
scifact_bm25,decision_value,4,random,-0.012779032478420722,-0.03784407296409736,0.01358071758504923
scifact_bm25,decision_value,4,original_frozen_router,0.005033168873967505,-0.032411552123109456,0.0407472058283921
scifact_bm25,decision_value,8,zero_budget,-0.011778255271844064,-0.038827584634075894,0.013909393802673288
scifact_bm25,decision_value,8,random,-0.01327942108170905,-0.039780570652473944,0.01176006594271151
scifact_bm25,decision_value,8,original_frozen_router,0.005033168873967505,-0.030868231572983056,0.039795711102642725
scifact_bm25,decision_value,16,zero_budget,-0.011778255271844064,-0.0393343117346233,0.014394450185628509
scifact_bm25,decision_value,16,random,0.0,0.0,0.0
scifact_bm25,decision_value,16,original_frozen_router,0.005033168873967505,-0.03092678639971582,0.04166765264629732
scifact_bm25,decision_value,32,zero_budget,-0.011778255271844064,-0.038465437923860236,0.014394273717180234
scifact_bm25,decision_value,32,random,0.0,0.0,0.0
scifact_bm25,decision_value,32,original_frozen_router,0.005033168873967505,-0.031177806626080426,0.040409207571827435
scifact_dense,random,0,zero_budget,0.0,0.0,0.0
scifact_dense,random,0,random,0.0,0.0,0.0
scifact_dense,random,0,original_frozen_router,-0.005950400567094442,-0.025047236532481,0.011386821233991854
scifact_dense,random,4,zero_budget,0.008075884044087493,-0.009042796545236128,0.03467703357731774
scifact_dense,random,4,random,0.0,0.0,0.0
scifact_dense,random,4,original_frozen_router,0.002125483476993052,-0.02302193710505626,0.033794240653855265
scifact_dense,random,8,zero_budget,0.010381096929451768,-0.0136220484224966,0.03712176659621456
scifact_dense,random,8,random,0.0,0.0,0.0
scifact_dense,random,8,original_frozen_router,0.004430696362357327,-0.025312571784849344,0.03531841241047974
scifact_dense,random,16,zero_budget,0.024291053407608218,-0.014594675399379774,0.06560150389697383
scifact_dense,random,16,random,0.0,0.0,0.0
scifact_dense,random,16,original_frozen_router,0.018340652840513783,-0.02409933713622744,0.06294530984110959
scifact_dense,random,32,zero_budget,0.03246678581856961,-0.011821620196922395,0.08090171403440359
scifact_dense,random,32,random,0.0,0.0,0.0
scifact_dense,random,32,original_frozen_router,0.02651638525147517,-0.021458413556585308,0.07338756166430534
scifact_dense,fixed,0,zero_budget,0.0,0.0,0.0
scifact_dense,fixed,0,random,0.0,0.0,0.0
scifact_dense,fixed,0,original_frozen_router,-0.005950400567094442,-0.026696171900799436,0.011332909214378453
scifact_dense,fixed,4,zero_budget,0.0,0.0,0.0
scifact_dense,fixed,4,random,-0.008075884044087493,-0.034300689273668715,0.009283355048413006
